ADM4_EN,ADM4_PCODE,ADM4_REF,ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,date,validOn,validTo,AREA_SQKM
Mclain,PH0607901016,,Buenavista,PH0607901,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,2.203317433
Montpiller,PH0607901017,,Buenavista,PH0607901,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,3.415140967
Navalas,PH0607901018,,Buenavista,PH0607901,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,1.769169932
Nazaret,PH0607901019,,Buenavista,PH0607901,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,5.893516015
New Poblacion (Calingao),PH0607901020,,Buenavista,PH0607901,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,2.74842005
Old Poblacion,PH0607901021,,Buenavista,PH0607901,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,1.850019069
Piña,PH0607901022,Pina,Buenavista,PH0607901,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,8.98446618
Rizal,PH0607901023,,Buenavista,PH0607901,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.842109195
Salvacion,PH0607901024,,Buenavista,PH0607901,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,5.396876336
San Fernando,PH0607901025,,Buenavista,PH0607901,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,2.662927359
San Isidro,PH0607901026,,Buenavista,PH0607901,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,2.299054228
San Miguel,PH0607901027,,Buenavista,PH0607901,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,1.061704007
San Nicolas,PH0607901028,,Buenavista,PH0607901,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,6.177679825
San Pedro,PH0607901029,,Buenavista,PH0607901,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,4.649653461
San Roque,PH0607901030,,Buenavista,PH0607901,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,2.640300854
Santo Rosario,PH0607901031,,Buenavista,PH0607901,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.629971541
Sawang,PH0607901032,,Buenavista,PH0607901,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.755011305
Supang,PH0607901034,,Buenavista,PH0607901,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,1.547899113
Tacay,PH0607901035,,Buenavista,PH0607901,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,1.919598767
Taminla,PH0607901036,,Buenavista,PH0607901,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,2.927724536
Tanag,PH0607901037,,Buenavista,PH0607901,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,1.078164056
Tastasan,PH0607901038,,Buenavista,PH0607901,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,2.434897718
Tinadtaran,PH0607901039,,Buenavista,PH0607901,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,2.920257202
Umilig,PH0607901040,,Buenavista,PH0607901,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,1.740572364
Zaldivar,PH0607901041,,Buenavista,PH0607901,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,2.791406434
Alaguisoc,PH0607902002,,Jordan (Capital),PH0607902,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,15.51165822
Balcon Maravilla,PH0607902005,,Jordan (Capital),PH0607902,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,7.575839736
Balcon Melliza,PH0607902006,,Jordan (Capital),PH0607902,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,4.345030962
Bugnay,PH0607902008,,Jordan (Capital),PH0607902,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,11.13844422
Buluangan,PH0607902009,,Jordan (Capital),PH0607902,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,2.976397836
Espinosa,PH0607902013,,Jordan (Capital),PH0607902,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,6.499849705
Hoskyn,PH0607902014,,Jordan (Capital),PH0607902,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,2.142778833
Lawi,PH0607902017,,Jordan (Capital),PH0607902,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,4.803284049
Morobuan,PH0607902020,,Jordan (Capital),PH0607902,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,6.046789214
Poblacion,PH0607902021,,Jordan (Capital),PH0607902,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,5.241453417
Rizal,PH0607902023,,Jordan (Capital),PH0607902,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,3.396017855
San Miguel,PH0607902026,,Jordan (Capital),PH0607902,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,8.798299096
Sinapsapan,PH0607902030,,Jordan (Capital),PH0607902,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,8.922967555
Santa Teresa,PH0607902031,,Jordan (Capital),PH0607902,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,16.65155807
Cabalagnan,PH0607903001,,Nueva Valencia,PH0607903,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,3.413650366
Calaya,PH0607903002,,Nueva Valencia,PH0607903,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,16.42042217
Canhawan,PH0607903003,,Nueva Valencia,PH0607903,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,2.706171989
Concordia Sur,PH0607903004,,Nueva Valencia,PH0607903,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,5.686211522
Dolores,PH0607903005,,Nueva Valencia,PH0607903,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,4.787166879
Guiwanon,PH0607903006,,Nueva Valencia,PH0607903,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,2.855398926
Igang,PH0607903007,,Nueva Valencia,PH0607903,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,3.151432878
Igdarapdap,PH0607903008,,Nueva Valencia,PH0607903,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,5.437127717
La Paz,PH0607903009,,Nueva Valencia,PH0607903,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,6.287954748
Lanipe,PH0607903010,,Nueva Valencia,PH0607903,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,11.95474961
Lucmayan,PH0607903011,,Nueva Valencia,PH0607903,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,7.200929941
Magamay,PH0607903012,,Nueva Valencia,PH0607903,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,2.291855497
Napandong,PH0607903013,,Nueva Valencia,PH0607903,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,3.410068395
Oracon Sur,PH0607903014,,Nueva Valencia,PH0607903,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,2.22169896
Pandaraonan,PH0607903015,,Nueva Valencia,PH0607903,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,2.217107883
Panobolon,PH0607903016,,Nueva Valencia,PH0607903,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,3.895843064
Poblacion,PH0607903017,,Nueva Valencia,PH0607903,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,6.28327347
Salvacion,PH0607903018,,Nueva Valencia,PH0607903,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,9.209744909
San Antonio,PH0607903019,,Nueva Valencia,PH0607903,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,11.59810488
San Roque,PH0607903020,,Nueva Valencia,PH0607903,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,6.156575082
Santo Domingo,PH0607903021,,Nueva Valencia,PH0607903,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,7.512276239
Tando,PH0607903022,,Nueva Valencia,PH0607903,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,3.868408019
Aguilar,PH0607904001,,San Lorenzo,PH0607904,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,7.534571875
Cabano,PH0607904002,,San Lorenzo,PH0607904,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,18.84505882
Cabungahan,PH0607904003,,San Lorenzo,PH0607904,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,4.041105219
Constancia,PH0607904004,,San Lorenzo,PH0607904,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,20.98550129
Gaban,PH0607904005,,San Lorenzo,PH0607904,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,10.85476498
Igcawayan,PH0607904006,,San Lorenzo,PH0607904,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,10.24534306
M. Chavez,PH0607904007,,San Lorenzo,PH0607904,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,10.47599255
San Enrique (Lebas),PH0607904008,,San Lorenzo,PH0607904,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,7.297934998
Sapal,PH0607904009,,San Lorenzo,PH0607904,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,8.211952039
Sebario,PH0607904010,,San Lorenzo,PH0607904,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,4.585453176
Suclaran,PH0607904011,,San Lorenzo,PH0607904,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,5.154173982
Tamborong,PH0607904012,,San Lorenzo,PH0607904,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,6.420696061
Alegria,PH0607905001,,Sibunag,PH0607905,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,7.017163393
Ayangan,PH0607905002,,Sibunag,PH0607905,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,11.13880151
Bubog,PH0607905003,,Sibunag,PH0607905,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,3.722124759
Concordia Norte,PH0607905004,,Sibunag,PH0607905,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,7.364693081
Dasal,PH0607905005,,Sibunag,PH0607905,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,10.1876201
Inampologan,PH0607905006,,Sibunag,PH0607905,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,10.08796697
Maabay,PH0607905007,,Sibunag,PH0607905,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,17.55185527
Millan,PH0607905008,,Sibunag,PH0607905,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,14.49585956
Oracon Norte,PH0607905009,,Sibunag,PH0607905,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,10.141901
Ravina,PH0607905010,,Sibunag,PH0607905,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,11.14548337
Sabang,PH0607905011,,Sibunag,PH0607905,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,10.42981812
San Isidro,PH0607905012,,Sibunag,PH0607905,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,7.819430169
Sebaste,PH0607905013,,Sibunag,PH0607905,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,10.32101885
Tanglad,PH0607905014,,Sibunag,PH0607905,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,4.998078812
Bahi,PH0701201001,,Alburquerque,PH0701201,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,1.277496385
Basacdacu,PH0701201002,,Alburquerque,PH0701201,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,3.339250633
Cantiguib,PH0701201003,,Alburquerque,PH0701201,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,3.059224687
Dangay,PH0701201004,,Alburquerque,PH0701201,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,8.887126975
East Poblacion,PH0701201005,,Alburquerque,PH0701201,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,1.588468839
Ponong,PH0701201006,,Alburquerque,PH0701201,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,1.064177065
San Agustin,PH0701201007,,Alburquerque,PH0701201,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,0.558529192
Santa Filomena,PH0701201008,,Alburquerque,PH0701201,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,2.522416349
Tagbuane,PH0701201009,,Alburquerque,PH0701201,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,2.966403283
Toril,PH0701201010,,Alburquerque,PH0701201,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,2.828377534
West Poblacion,PH0701201011,,Alburquerque,PH0701201,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,0.461711962
Cabatang,PH0701202001,,Alicia,PH0701202,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,3.200389646
Cagongcagong,PH0701202002,,Alicia,PH0701202,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,3.702271877
Cambaol,PH0701202003,,Alicia,PH0701202,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,12.15087251
Cayacay,PH0701202004,,Alicia,PH0701202,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,7.973213423
Del Monte,PH0701202005,,Alicia,PH0701202,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,3.334069678
Katipunan,PH0701202006,,Alicia,PH0701202,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,8.927343802
La Hacienda,PH0701202007,,Alicia,PH0701202,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,10.08490757
Mahayag,PH0701202008,,Alicia,PH0701202,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,2.701907079
Napo,PH0701202009,,Alicia,PH0701202,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,3.462197085
Pagahat,PH0701202010,,Alicia,PH0701202,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,1.966240572
Poblacion (Calingganay),PH0701202011,,Alicia,PH0701202,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,5.943653351
Progreso,PH0701202012,,Alicia,PH0701202,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,3.280833614
Putlongcam,PH0701202013,,Alicia,PH0701202,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,3.361969007
Sudlon (Omhor),PH0701202014,,Alicia,PH0701202,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,4.13399441
Untaga,PH0701202015,,Alicia,PH0701202,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,7.511943029
Almaria,PH0701203001,,Anda,PH0701203,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,5.951894571
Bacong,PH0701203002,,Anda,PH0701203,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,3.913524383
Badiang,PH0701203003,,Anda,PH0701203,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,6.146912663
Buenasuerte,PH0701203004,,Anda,PH0701203,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,4.972685588
Candabong,PH0701203005,,Anda,PH0701203,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,7.221257721
Casica,PH0701203006,,Anda,PH0701203,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,1.293980849
Katipunan,PH0701203007,,Anda,PH0701203,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,4.383288522
Linawan,PH0701203008,,Anda,PH0701203,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,3.05845392
Lundag,PH0701203009,,Anda,PH0701203,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,10.99563376
Poblacion,PH0701203010,,Anda,PH0701203,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,0.511714774
Santa Cruz,PH0701203011,,Anda,PH0701203,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,2.100465622
Suba,PH0701203012,,Anda,PH0701203,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,1.529845368
Talisay,PH0701203013,,Anda,PH0701203,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,2.436616681
Tanod,PH0701203014,,Anda,PH0701203,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,6.051767442
Tawid,PH0701203015,,Anda,PH0701203,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,1.409775455
Virgen,PH0701203016,,Anda,PH0701203,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,4.295407534
Angilan,PH0701204001,,Antequera,PH0701204,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,4.073106798
Bantolinao,PH0701204002,,Antequera,PH0701204,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,10.64192487
Bicahan,PH0701204003,,Antequera,PH0701204,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,3.281457965
Bitaugan,PH0701204004,,Antequera,PH0701204,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,2.541151095
Bungahan,PH0701204005,,Antequera,PH0701204,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,3.623964058
Canlaas,PH0701204007,,Antequera,PH0701204,Bohol,PH07012,Region VII (Central Visayas),PH07,Philippines (the),PH,11/9/22,11/6/23,,2.972766922
